uid,code,description
cP08jrqlvea,D804,D804 Selective deficiency of immunoglobulin M IgM
xlFNoTZrVRg,D805,D805 Immunodeficiency with increased immunoglobulin M IgM
NNUGDY6dMTr,D806,D806 Antibody deficiency with nearnormal immunoglobulins or with hyperimmunoglobulinaemia
ZCrm9foj55I,D807,D807 Transient hypogammaglobulinaemia of infancy
fmtoi6eXl4E,D808,D808 Other immunodeficiencies with predominantly antibody defects
BUhjaQB9W0U,D809,D809 Immunodeficiency with predominantly antibody defects unspecified
Kc9qrDhycfn,D81,D81 Combined immunodeficiencies
ZtdDIdkRoKL,D810,D810 Severe combined immunodeficiency SCID with reticular dysgenesis
dPicVKnBYvU,D811,D811 Severe combined immunodeficiency SCID with low T and Bcell numbers
PRWuRHdSrR2,D812,D812 Severe combined immunodeficiency SCID with low or normal Bcell numbers
M1PG3gedfks,D813,D813 Adenosine deaminase ADA deficiency
EFu6YSOPC0l,D814,D814 Nezelofs syndrome
vMJS0T9AxNv,D815,D815 Purine nucleoside phosphorylase PNP deficiency
lCx256zexNc,D816,D816 Major histocompatibility complex class I deficiency
plmRnSsxnFk,D817,D817 Major histocompatibility complex class II deficiency
bv5VD5sBEBX,D818,D818 Other combined immunodeficiencies
mt43CwoGRb4,D819,D819 Combined immunodeficiency unspecified
vml0Kt6pnzX,D82,D82 Immunodeficiency associated with other major defects
J7xTSuZy9bm,D820,D820 WiskottAldrich syndrome
IuQJdjiMxAr,D821,D821 Di Georges syndrome
eeOtnzim1fM,D822,D822 Immunodeficiency with shortlimbed stature
pRtHWjOV4kY,D823,D823 Immunodeficiency following hereditary defective response to EpsteinBarr virus
sSyL59zqe8r,D824,D824 Hyperimmunoglobulin E IgE syndrome
QHR8nhjrf0N,D828,D828 Immunodeficiency associated with other specified major defects
xysKvK3RLOT,D829,D829 Immunodeficiency associated with major defect unspecified
VbgGWnBzJFT,D83,D83 Common variable immunodeficiency
oBcBDgJKedg,D830,D830 Common variable immunodeficiency with predominant abnormalities of Bcell numbers and function
RyAvz0O7NVR,D831,D831 Common variable immunodeficiency with predominant immunoregulatory Tcell disorders
r9WGKh3cx4q,D832,D832 Common variable immunodeficiency with autoantibodies to B or Tcells
V7VOi2XbeoX,D838,D838 Other common variable immunodeficiencies
IYX3TJtELco,D839,D839 Common variable immunodeficiency unspecified
TFo2532T2NA,D84,D84 Other immunodeficiencies
gxNQiMe1t2P,D840,D840 Lymphocyte function antigen1 LFA1 defect
MKduZBwp6x2,D841,D841 Defects in the complement system
SRmAHOG12ah,D848,D848 Other specified immunodeficiencies
iqRIrmPuD8C,D849,D849 Immunodeficiency unspecified
zOmIggBM14Q,D860,D860 Sarcoidosis of lung
LE1BwzX5VZW,D861,D861 Sarcoidosis of lymph nodes
JfwhPAmOCPV,D862,D862 Sarcoidosis of lung with sarcoidosis of lymph nodes
Tl7fshcslEz,D863,D863 Sarcoidosis of skin
OLLzwnQZ21m,D868,D868 Sarcoidosis of other and combined sites
NzRWqKYYWBa,D869,D869 Sarcoidosis unspecified
OK3EjG4ZIuk,D89,D89 Other disorders involving the immune mechanism NEC
MqXQekB18T1,D890,D890 Polyclonal hypergammaglobulinaemia
uSTlMtzOYTh,D891,D891 Cryoglobulinaemia
v9tV3qlBfjX,D892,D892 Hypergammaglobulinaemia unspecified
wgGvsXInLZr,D893,D893 Immune reconstitution syndrome
weym9Ll1tM7,D898,D898 Other specified disorders involving the immune mechanism NEC
mp5gEvJjN0H,D899,D899 Disorder involving the immune mechanism unspecified
gjBsqYoSelW,E00,E00 Congenital iodinedeficiency syndrome
WeJ3stXFjDt,E000,E000 Congenital iodinedeficiency syndrome neurological type
jH6sOdsPkST,E001,E001 Congenital iodinedeficiency syndrome myxoedematous type
rIm7hMmNYsV,E002,E002 Congenital iodinedeficiency syndrome mixed type
qMSMGSlySIr,E009,E009 Congenital iodinedeficiency syndrome unspecified
fNN2ImHGzMt,E01,E01 Iodinedeficiencyrelated thyroid disorders and allied conditions
be4jcfxMqqT,E010,E010 Iodinedeficiencyrelated diffuse endemic goitre
v31ZGMweyXS,E011,E011 Iodinedeficiencyrelated multinodular endemic goitre
mKpu7yu8ULZ,E281,E281 Androgen excess
hUrufV1TPWO,E012,E012 Iodinedeficiencyrelated endemic goitre unspecified
OddQb0dQJZc,E018,E018 Other iodinedeficiencyrelated thyroid disorders and allied conditions
DWJRaZFeGKX,E02,E02 Subclinical iodinedeficiency hypothyroidism
N9BUaEXxAu0,E03,E03 Other hypothyroidism
c72Jk9mS95I,E030,E030 Congenital hypothyroidism with diffuse goitre
TIEfqlBKys7,E032,E032 Hypothyroidism due to medicaments and other exogenous substances
GNRDgIJRj0R,E033,E033 Postinfectious hypothyroidism
gu2csEW7YwK,E034,E034 Atrophy of thyroid acquired
RVm25FgJHg8,E035,E035 Myxoedema coma
OWBOSr7n1QA,E038,E038 Other specified hypothyroidism
SeMhFwllyjp,E039,E039 Hypothyroidism unspecified
MvyhX6HL78I,E04,E04 Other nontoxic goitre
sy85LKbxyIf,E040,E040 Nontoxic diffuse goitre
pITIpYXZ8GO,E041,E041 Nontoxic single thyroid nodule
OyrUWqkNlJg,E042,E042 Nontoxic multinodular goitre
lVC14kzksCg,E048,E048 Other specified nontoxic goitre
yJuXW2ut41M,E049,E049 Nontoxic goitre unspecified
OnjsgpsJNWr,E05,E05 Thyrotoxicosis hyperthyroidism
Hy4SCVbaBGf,E050,E050 Thyrotoxicosis with diffuse goitre
rA6fn0v3KEX,E051,E051 Thyrotoxicosis with toxic single thyroid nodule
wZK9vYZMWwH,E052,E052 Thyrotoxicosis with toxic multinodular goitre
CLARYJlO8As,E053,E053 Thyrotoxicosis from ectopic thyroid tissue
zlrbsx2OLVJ,E054,E054 Thyrotoxicosis factitia
w6wQtwQWxZQ,E055,E055 Thyroid crisis or storm
JfGHJDQS7HG,E058,E058 Other thyrotoxicosis
DOZn8W1Oa9W,E059,E059 Thyrotoxicosis unspecified
Anzv74NuFIF,E060,E060 Acute thyroiditis
FGtoUqnQBGL,E061,E061 Subacute thyroiditis
X0Z0Q230j0b,E062,E062 Chronic thyroiditis with transient thyrotoxicosis
WenuqRlJpkO,E063,E063 Autoimmune thyroiditis
Y8KnxjGghxs,E064,E064 Druginduced thyroiditis
zqHJSxSsMX9,E065,E065 Other chronic thyroiditis
hjXwJk9yKF9,E069,E069 Thyroiditis unspecified
ObhUhZgzKS7,E07,E07 Other disorders of thyroid
fVHf8ujecbi,E070,E070 Hypersecretion of calcitonin
bTSSwbYVHG1,E071,E071 Dyshormogenetic goitre
G3Ixh69HBNM,E078,E078 Other specified disorders of thyroid
YU9I18RuYkv,E079,E079 Disorder of thyroid unspecified
aM9j8FmGxSb,E10,E10 Insulindependent diabetes mellitus
gYWAjyn1tp4,E100,E100 Insulindependent diabetes mellitus with coma
KLFULczpO74,E101,E101 Insulindependent diabetes mellitus with ketoacidosis
hCx9DtmObT8,E102,E102 Insulindependent diabetes mellitus with renal complications
RmWpA7kZ62K,E103,E103 Insulindependent diabetes mellitus with ophthalmic complications
ZnNMNHNpwmt,E161,E161 Other hypoglycaemia
QBi7gjP4Nqs,E104,E104 Insulindependent diabetes mellitus with neurological complications
yZq6NV2XLpU,E105,E105 Insulindependent diabetes mellitus with peripheral circulatory complications
oMNlOVlUj6A,E106,E106 Insulindependent diabetes mellitus with other specified complications
FK6iRqohR4F,E107,E107 Insulindependent diabetes mellitus with multiple complications
dDYsGBAexKa,E108,E108 Insulindependent diabetes mellitus with unspecified complications
L4RCZLzO4SH,E109,E109 Insulindependent diabetes mellitus without complications
cCTeIAliiDf,E11,E11 Noninsulindependent diabetes mellitus
gLoAXAsyvdT,E110,E110 Noninsulindependent diabetes mellitus with coma
W5dr9nqpF8w,E111,E111 Noninsulindependent diabetes mellitus with ketoacidosis
e0HAbXZt8JD,E112,E112 Noninsulindependent diabetes mellitus with renal complications
Yf1qXdxEwKX,E113,E113 Noninsulindependent diabetes mellitus with ophthalmic complications
jSTpuYgiX0l,E114,E114 Noninsulindependent diabetes mellitus with neurological complications
ibtbY7GauVy,E115,E115 Noninsulindependent diabetes mellitus with peripheral circulatory complications
pjmj4PuKzLm,E116,E116 Noninsulindependent diabetes mellitus with other specified complications
Kf5zlo3YOvn,E117,E117 Noninsulindependent diabetes mellitus with multiple complications
jnqYRgcTWb3,E118,E118 Noninsulindependent diabetes mellitus with unspecified complications
m1XWXvvMRyO,E119,E119 Noninsulindependent diabetes mellitus without complications
SDmwwfJGA5D,E12,E12 Malnutritionrelated diabetes mellitus
ucIo7QGxicp,E120,E120 Malnutritionrelated diabetes mellitus with coma
LWCIVuM9Hci,E121,E121 Malnutritionrelated diabetes mellitus with ketoacidosis
QwG2YeG2zVy,E122,E122 Malnutritionrelated diabetes mellitus with renal complications
lMLwNHryhDu,E123,E123 Malnutritionrelated diabetes mellitus with ophthalmic complications
v2jw4Z7xsAm,E124,E124 Malnutritionrelated diabetes mellitus with neurological complications
UqHcbJCGHoz,E125,E125 Malnutritionrelated diabetes mellitus with peripheral circulatory complications
f1GXgN31q7X,E126,E126 Malnutritionrelated diabetes mellitus with other specified complications
lCW9iSZVuV8,E127,E127 Malnutritionrelated diabetes mellitus with multiple complications
E1sQlCIlLaq,E128,E128 Malnutritionrelated diabetes mellitus with unspecified complications
qtNJ2DPqr5S,E129,E129 Malnutritionrelated diabetes mellitus without complications
xzRZRiPnbGg,E13,E13 Other specified diabetes mellitus
xH1xZDhFJNh,E130,E130 Other specified diabetes mellitus with coma
wdHMpBhWQjC,E131,E131 Other specified diabetes mellitus with ketoacidosis
GQ628QAYEs5,E132,E132 Other specified diabetes mellitus with renal complications
HRGz8wZXEB6,E133,E133 Other specified diabetes mellitus with ophthalmic complications
X5A2X3DQS7u,E134,E134 Other specified diabetes mellitus with neurological complications
xBErIjhxw4n,E135,E135 Other specified diabetes mellitus with peripheral circulatory complications
C8iCTvCopbJ,E136,E136 Other specified diabetes mellitus with other specified complications
xTjGfEJj04v,E137,E137 Other specified diabetes mellitus with multiple complications
BoDMTbCBWRO,E138,E138 Other specified diabetes mellitus with unspecified complications
pUHm3sQwJNY,E139,E139 Other specified diabetes mellitus without complications
aIIFexT1Xiy,E14,E14 Unspecified diabetes mellitus
kjHD8GUeWFn,E140,E140 Unspecified diabetes mellitus with coma
Ht8NSPddM8g,E141,E141 Unspecified diabetes mellitus with ketoacidosis
GmSkQlvlxCw,E142,E142 Unspecified diabetes mellitus with renal complications
ZzwSBjKgKvS,E143,E143 Unspecified diabetes mellitus with ophthalmic complications
fQYKm9h1HOl,E144,E144 Unspecified diabetes mellitus with neurological complications
RjlN0x2kUJ7,E145,E145 Unspecified diabetes mellitus with peripheral circulatory complications
eyw2Uqxn0BA,E146,E146 Unspecified diabetes mellitus with other specified complications
ozpWGQygJzp,E147,E147 Unspecified diabetes mellitus with multiple complications
CjwhxS2tyOM,E148,E148 Unspecified diabetes mellitus with unspecified complications
m23NtKYo5mi,E149,E149 Unspecified diabetes mellitus without complications
TERpPz5YmsE,E15,E15 Nondiabetic hypoglycaemic coma
REC3vghDQCV,E16,E16 Other disorders of pancreatic internal secretion
UDE8CREnQvg,E160,E160 Druginduced hypoglycaemia without coma
wnPJ9uAXcnd,E162,E162 Hypoglycaemia unspecified
EgyN66OGZce,E163,E163 Increased secretion of glucagon
WNUoWT3GnXR,E164,E164 Abnormal secretion of gastrin
JvEAk6rr7Kg,E168,E168 Other specified disorders of pancreatic internal secretion
ampAuoKXtYV,E169,E169 Disorder of pancreatic internal secretion unspecified
tJntPPPX9jB,E20,E20 Hypoparathyroidism
ElZ046mg6LP,E200,E200 Idiopathic hypoparathyroidism
IEPOwTljQGg,E201,E201 Pseudohypoparathyroidism
Sw7bjyxbVgw,E208,E208 Other hypoparathyroidism
ebEb2DPiKDh,E209,E209 Hypoparathyroidism unspecified
L9o9WH2lv9i,E21,E21 Hyperparathyroidism and other disorders of parathyroid gland
QoTzYtz8v4M,E210,E210 Primary hyperparathyroidism
rHcCS6wx8HV,E211,E211 Secondary hyperparathyroidism NEC
FuypNEcLiZh,E212,E212 Other hyperparathyroidism
VEBXp3sDsiB,E213,E213 Hyperparathyroidism unspecified
D2rbCUUY4gE,E214,E214 Other specified disorders of parathyroid gland
mjWgnWFyNix,E215,E215 Disorder of parathyroid gland unspecified
JnnAZe3zblV,E22,E22 Hyperfunction of pituitary gland
jaZQSS8LAOT,E220,E220 Acromegaly and pituitary gigantism
L1fcxEMVvxy,E221,E221 Hyperprolactinaemia
au2YUSS5BNY,E222,E222 Syndrome of inappropriate secretion of antidiuretic hormone
tFFVjV60yXc,E228,E228 Other hyperfunction of pituitary gland
RkGDv6cNX5v,E229,E229 Hyperfunction of pituitary gland unspecified
OOUbKnHoRQL,E23,E23 Hypofunction and other disorders of pituitary gland
FldeAZQ1r3O,E230,E230 Hypopituitarism
QmHWRKs0NHX,E231,E231 Druginduced hypopituitarism
dFf2XD5nFvD,E232,E232 Diabetes insipidus
PXGnr9K9L2g,E233,E233 Hypothalamic dysfunction NEC
qsiithsbbG4,E236,E236 Other disorders of pituitary gland
av1mlZ9t5uY,E237,E237 Disorder of pituitary gland unspecified
wPZs8Xk3PyU,E24,E24 Cushings syndrome
wh7zOeANcmi,E240,E240 Pituitarydependent Cushings disease
XsSWUv0nWyK,E241,E241 Nelsons syndrome
VRrNBWyyZXp,E242,E242 Druginduced Cushings syndrome
XS0pAFSzahE,E243,E243 Ectopic ACTH syndrome
ybZHyj9iEBr,E244,E244 Alcoholinduced pseudoCushings syndrome
sR0E5enRjB8,E248,E248 Other Cushings syndrome
I2S3hNjXGeW,E249,E249 Cushings syndrome unspecified
QHfXlJHFyHv,E25,E25 Adrenogenital disorders
HBCr9VmtGT8,E250,E250 Congenital adrenogenital disorders associated with enzyme deficiency
SMMGQEKs1MX,E258,E258 Other adrenogenital disorders
vawNKOJ9MDS,E259,E259 Adrenogenital disorder unspecified
P2IVLuTv4x7,E26,E26 Hyperaldosteronism
KAT1TeTj8Pm,E260,E260 Primary hyperaldosteronism
j4ayebK9LyT,E261,E261 Secondary hyperaldosteronism
QC1mkAtbZeX,E268,E268 Other hyperaldosteronism
K7Ts7172FPy,E269,E269 Hyperaldosteronism unspecified
MktToHhYkM8,E27,E27 Other disorders of adrenal gland
au4ODL8qXP8,E270,E270 Other adrenocortical overactivity
uZkj2xmSjY4,E271,E271 Primary adrenocortical insufficiency
Vcw0YrAoG0S,E272,E272 Addisonian crisis
Ng19wk2yh09,E273,E273 Druginduced adrenocortical insufficiency
sf45KWaKssX,E274,E274 Other and unspecified adrenocortical insufficiency
Csam1zXOlIs,E275,E275 Adrenomedullary hyperfunction
bEYsso168rP,E278,E278 Other specified disorders of adrenal gland
moAxzpwQavp,E279,E279 Disorder of adrenal gland unspecified
GY3bp65GiaN,E28,E28 Ovarian dysfunction
q2T53jrGdBP,E280,E280 Estrogen excess
QxVIzOTDtoA,E282,E282 Polycystic ovarian syndrome
RZONSNuuRjp,E283,E283 Primary ovarian failure
zU5h5DfKMPK,E288,E288 Other ovarian dysfunction
h0Cmqpcu3UG,E289,E289 Ovarian dysfunction unspecified
GKDedqi00ws,E29,E29 Testicular dysfunction
dJgYqfX4hyF,E290,E290 Testicular hyperfunction
JDZN9gd7ZU6,E291,E291 Testicular hypofunction
yhZ3maP9U89,E298,E298 Other testicular dysfunction
U27YhecjcsU,E299,E299 Testicular dysfunction unspecified
a3BE7eah15K,E30,E30 Disorders of puberty NEC
MTUtqJrySKW,E300,E300 Delayed puberty
bXWkOk52USe,E301,E301 Precocious puberty
FtogbpO667g,E308,E308 Other disorders of puberty
w58FSSQeDHI,E309,E309 Disorder of puberty unspecified
Fl04mgzWqDM,E31,E31 Polyglandular dysfunction
XNMgBZbN81J,E310,E310 Autoimmune polyglandular failure
Ry6ryulB7c3,E311,E311 Polyglandular hyperfunction
B4VcXRcQxmW,E318,E318 Other polyglandular dysfunction
DI1BGFC8ayg,E319,E319 Polyglandular dysfunction unspecified
zGV7tMG77Ez,E320,E320 Persistent hyperplasia of thymus
h8BTjognbDa,E321,E321 Abscess of thymus
ZQ2plyhLKLT,E328,E328 Other diseases of thymus
IBIXUCuAzhf,E329,E329 Disease of thymus unspecified
qD7YUZmXaEQ,E34,E34 Other endocrine disorders
osptE5hCjDa,E340,E340 Carcinoid syndrome
SwKIgy0nYHC,E341,E341 Other hypersecretion of intestinal hormones
RYORInAVkcG,E342,E342 Ectopic hormone secretion NEC
AzA5IxDIxoR,E343,E343 Short stature NEC
Ucdty4n22P9,E344,E344 Constitutional tall stature
xSXlL9NGTIe,E345,E345 Androgen resistance syndrome
fpOSlaI1q7b,E348,E348 Other specified endocrine disorders
ptbl1O40qDk,E349,E349 Endocrine disorder unspecified
ACk4XFTjX6e,E35,E35 Disorders of endocrine glands in diseases classified elsewhere
UMziYl1MLdm,E350,E350 Disorders of thyroid gland in diseases classified elsewhere
okIqpweIZub,E351,E351 Disorders of adrenal glands in diseases classified elsewhere
JUWubILqhzc,E358,E358 Disorders of other endocrine glands in diseases classified elsewhere
gMW0Pmxf7jD,E40,E40 Kwashiorkor
Bq5QnI1CQdF,E41,E41 Nutritional marasmus
kNJufCEPPWb,E42,E42 Marasmic kwashiorkor
ewTJWhgMFKO,E43,E43 Unspecified severe proteinenergy malnutrition
cTUxUp0903e,E44,E44 Proteinenergy malnutrition of moderate and mild degree
i7nKc9Tvq76,E440,E440 Moderate proteinenergy malnutrition
GamIPB2mJ1T,E441,E441 Mild proteinenergy malnutrition
Nsz3QrZbWvq,E45,E45 Retarded development following proteinenergy malnutrition
tgMUITR0RqF,E46,E46 Unspecified proteinenergy malnutrition
X9ZKclOkQFF,E50,E50 Vitamin A deficiency
pulxPfBRXZB,E500,E500 Vitamin A deficiency with conjunctival xerosis
urANwSck5Fl,E501,E501 Vitamin A deficiency with Bitots spot and conjunctival xerosis
R65ZtivPvjM,E502,E502 Vitamin A deficiency with corneal xerosis
OblsIV9BdOm,E503,E503 Vitamin A deficiency with corneal ulceration and xerosis
zQtCNgb80Z3,E504,E504 Vitamin A deficiency with keratomalacia
inChmkgmtH5,E505,E505 Vitamin A deficiency with night blindness
mAfyakEoyR5,E506,E506 Vitamin A deficiency with xerophthalmic scars of cornea
b8hFYUbTUCG,E507,E507 Other ocular manifestations of vitamin A deficiency
F7G8r2gJhvL,E508,E508 Other manifestations of vitamin A deficiency
neI4u8NDJO1,E509,E509 Vitamin A deficiency unspecified
FtwqMzSvth9,E51,E51 Thiamine deficiency
nn2YLF8IW9x,E511,E511 Beriberi
MoED7l4BbTw,E512,E512 Wernickes encephalopathy
j6G4FfE3lnM,E518,E518 Other manifestations of thiamine deficiency
vIBnt0sytbx,E519,E519 Thiamine deficiency unspecified
zL6qQqJMWoR,E52,E52 Niacin deficiency pellagra
HSaMRXwgb9A,E53,E53 Deficiency of other B group vitamins
q7WrIGGkxGT,E530,E530 Riboflavin deficiency
xq5quXt6SLu,E531,E531 Pyridoxine deficiency
SlPdLrqyozo,E538,E538 Deficiency of other specified B group vitamins
pqkDCkWAkiK,E539,E539 Vitamin B deficiency unspecified
KkVGvMTrxYG,E54,E54 Ascorbic acid deficiency
u4coC49bsWV,E55,E55 Vitamin D deficiency
rSMbfucJonH,E550,E550 Rickets active
pC7Vb4VZx7H,E559,E559 Vitamin D deficiency unspecified
FpQyb3tTKL0,E56,E56 Other vitamin deficiencies
tka0MZqCD9i,E560,E560 Deficiency of vitamin E
wJvYchkmv9n,E561,E561 Deficiency of vitamin K
WKq7wGocPdt,E568,E568 Deficiency of other vitamins
hdH3IzAOeSh,E569,E569 Vitamin deficiency unspecified
vxUIXwbYtfx,E58,E58 Dietary calcium deficiency
XVkAj2HOkdx,E59,E59 Dietary selenium deficiency
Br5eIA6pZkY,E60,E60 Dietary zinc deficiency
Kf4xJgVIcsI,E61,E61 Deficiency of other nutrient elements
H4cjD7vz4dV,E610,E610 Copper deficiency
jiLwayu2AhY,E611,E611 Iron deficiency
I8ReJaVbe99,E612,E612 Magnesium deficiency
aSILU31ZWhe,E613,E613 Manganese deficiency
xM6Iyj5fAbO,E614,E614 Chromium deficiency
pRoc644h5le,E615,E615 Molybdenum deficiency
AvvkztaPDr3,E616,E616 Vanadium deficiency
KxLSHDiPxYG,E617,E617 Deficiency of multiple nutrient elements
oEG7GACTuu1,E618,E618 Deficiency of other specified nutrient elements
xKDwJ5r4Cb8,E619,E619 Deficiency of nutrient element unspecified
dVqGe5CLhxq,E63,E63 Other nutritional deficiencies
Na1LnLvtTjd,E630,E630 Essential fatty acid EFA deficiency
BueO8sMWR0R,E631,E631 Imbalance of constituents of food intake
Xes879i0DQh,E638,E638 Other specified nutritional deficiencies
fItmoeMKVlY,E639,E639 Nutritional deficiency unspecified
wC0DJCXTyQU,E64,E64 Sequelae of malnutrition and other nutritional deficiencies
E2G5h1bFQWi,E640,E640 Sequelae of proteinenergy malnutrition
a8nLrSZ5iI2,E641,E641 Sequelae of vitamin A deficiency
dwPzP4Y3bPK,E642,E642 Sequelae of vitamin C deficiency
MrT9dXkIR86,E643,E643 Sequelae of rickets
qrcVO1KIv1E,E648,E648 Sequelae of other nutritional deficiencies
HqGqVwZkGlz,E649,E649 Sequelae of unspecified nutritional deficiency
bzeiLFWPdrT,E65,E65 Localized adiposity
b0cObedlhOy,E66,E66 Obesity
bhp3JVDUI5P,E660,E660 Obesity due to excess calories
aKLwRDBDQYx,E661,E661 Druginduced obesity
Afxld7tvMHB,E662,E662 Extreme obesity with alveolar hypoventilation
gtAWZLdK6dx,E668,E668 Other obesity
v6DGcxNLgAG,E669,E669 Obesity unspecified
Fz8eOJsrj0S,E67,E67 Other hyperalimentation
hNj06nOGwai,E670,E670 Hypervitaminosis A
Ofa1l9qpk4K,E671,E671 Hypercarotenaemia
Wo0yK2EomS0,E672,E672 MegavitaminB6 syndrome
K6D53V6QxLR,E678,E678 Other specified hyperalimentation
pDFPhqZBPqD,E68,E68 Sequelae of hyperalimentation
Xd5xFCaTwXb,E70,E70 Disorders of aromatic aminoacid metabolism
Wtp8n7eg8IH,E700,E700 Classical phenylketonuria
LImIT22BPUK,E701,E701 Other hyperphenylalaninaemias
zThgXoHBxNi,E702,E702 Disorders of tyrosine metabolism
vvYwjngzyWU,E703,E703 Albinism
ZvfnHxM8Kcw,E708,E708 Other disorders of aromatic aminoacid metabolism
XWHYeHXVyr2,E709,E709 Disorder of aromatic aminoacid metabolism unspecified
yEtBjForlqn,E71,E71 Disorders of branchedchain aminoacid metabolism and fattyacid metabolism
NpcGtcxX5tI,E710,E710 Maplesyrupurine disease
OMDqBg6unxg,E711,E711 Other disorders of branchedchain aminoacid metabolism
eX7DssgXYX5,E712,E712 Disorder of branchedchain aminoacid metabolism unspecified
B5EgUPJWfNL,E713,E713 Disorders of fattyacid metabolism
IxSn38hY9qB,E72,E72 Other disorders of aminoacid metabolism
H7Gax9ua0qa,E720,E720 Disorders of aminoacid transport
hfA69wTM58z,E721,E721 Disorders of sulfurbearing aminoacid metabolism
Ij7x4tz445Y,E722,E722 Disorders of urea cycle metabolism
zydtTKBTq24,E723,E723 Disorders of lysine and hydroxylysine metabolism
ANZSYXBUuY3,E724,E724 Disorders of ornithine metabolism
GgEht3yz2Le,E725,E725 Disorders of glycine metabolism
XadILen9lEU,E728,E728 Other specified disorders of aminoacid metabolism
